titles,genre,developers,publishers
Undertow,Action & Adventure,Chair Entertainment,Xbox Game Studios
Universe at War: Earth Assault,RTS,Petroglyph Games,Sega
Uno,Card & Board,Carbonated Games,Xbox Game Studios
Uno Rush,Card & Board,Xbox Game Studios,Xbox Game Studios
Unreal Tournament 3,First-person Shooter,Epic Games,Midway Games
Up,Action-adventure,Heavy Iron Studios,THQ
Valiant Hearts: The Great War,Puzzle & Trivia,Ubisoft Montpellier,Ubisoft
Vampire Rain,"Stealth, Survival Horror",Artoon,AQ Interactive
Vancouver 2010,Sports (Olympic),Eurocom,Sega
Vandal Hearts: Flames of Judgment,Role Playing,Hijinx Studios,Konami
Vanquish,Third-person Shooter,PlatinumGames,Sega
Velvet Assassin,Stealth,Replay Studios,SouthPeak Games
Venetica,RPG,Deck 13,Rombax Games
Victorious: Time to Shine,,High Voltage Software,D3 Publisher
Vigilante 8 Arcade,Action & Adventure,Isopod Labs,Activision
Viking: Battle for Asgard,"Hack & Slash, Action-adventure",Creative Assembly,Sega
Virtua Fighter 2,Fighting,Sega AM2,Sega
Virtua Fighter 5 Final Showdown,Fighting,Sega AM2,Sega
Virtua Fighter 5 Online[note 42],Fighting,Sega-AM2,Sega
Virtua Striker,Sports & Recreation,Sega AM2,Sega
Virtua Tennis 2009,Sports,Sumo Digital,Sega
Virtua Tennis 3,Sports,Sumo Digital,Sega
Virtua Tennis 4,Sports,SEGA-AM3,Sega
Virtual-On Oratorio Tangram Ver.5.66,Classics,Sega AM2,Sega
Viva Piñata,Sim,Rare,Xbox Game Studios
Viva Piñata: Party Animals,Sim,Krome Studios,Xbox Game Studios
Viva Piñata: Trouble in Paradise,Sim,Rare,Xbox Game Studios
Voltron: Defender of the Universe,Shooter,Behaviour Interactive,THQ
Voodoo Dice,Puzzle & Trivia,Exkee,Ubisoft
W.L.O. Sekai Renai Kikō,Visual novel,5pb./Akabeisoft2,5pb.
"Walking Dead: Michonne - A Telltale Miniseries, TheThe Walking Dead: Michonne - A Telltale Miniseries",Action & Adventure,Telltale Games,Telltale Games
Wallace & Gromit's Grand Adventures Episode 1: Fright of the Bumblebees,Family & Educational,Telltale Games,Xbox Game Studios
Wallace & Gromit's Grand Adventures Episode 2: The Last Resort,Family & Educational,Telltale Games,Xbox Game Studios
Wallace & Gromit's Grand Adventures Episode 3: Muzzled!,Family & Educational,Telltale Games,Xbox Game Studios
Wallace & Gromit's Grand Adventures Episode 4: The Bogey Man,Family & Educational,Telltale Games,Xbox Game Studios
WALL-E,Platformer,Heavy Iron Studios,THQ
Wanted: Weapons of Fate,Third-person Shooter,GRIN,Warner Bros. Interactive Entertainment
War of the WorldsThe War of the Worlds,Platformer,Other Ocean Interactive,Paramount Digital Entertainment
War World,Action & Adventure,Third Wave Games,Ubisoft
Warface,Shooter,Blackwood Games,Crytek
"Warhammer 40,000: Kill Team",Shooter,Relic Entertainment/THQ Digital Studios UK,Sega
"Warhammer 40,000: Space Marine","Action, Third-person",Relic Entertainment,THQ
Warhammer: Battle March[note 43],RTT,Namco Bandai Games,Namco Bandai Games
Warlords (2012),Action & Adventure,Griptonite Games/Atari,Atari
Warlords,Classics,Stainless Games/Atari,Atari
Warp,Action & Adventure,trapdoor,Electronic Arts
Warriors Orochi 2[note 44],Hack & Slash,Omega Force,Koei
Warriors Orochi 3[note 45],Hack & Slash,Omega Force,Tecmo Koei
Warriors Orochi[note 46],Hack & Slash,Omega Force,Koei
Warriors: Legends of Troy,Hack & Slash,Koei Canada,Tecmo Koei
"Warriors: Street Brawl, TheThe Warriors: Street Brawl",Action & Adventure,CXTM,Paramount Digital Entertainment
WarTech: Senko no Ronde,"Fighting, Shoot 'em Up",G.rev,Ubisoft
Watch Dogs,"Action-adventure, Open World, Stealth",Ubisoft Montreal,Ubisoft
Watchmen: The End Is Nigh - Part I,Action & Adventure,Deadline Games,Warner Bros. Interactive Entertainment
Watchmen: The End Is Nigh - Part II,Action & Adventure,Deadline Games,Warner Bros. Interactive Entertainment
Watchmen: The End Is Nigh Parts 1 and 2,"Beat 'em Up, Action",Deadline Games,Warner Bros. Interactive Entertainment
Way of the Dogg,Fighting,Echo Peak,505 Games
Way of the Samurai 3,Action-adventure,Acquire,Spike
Wet,"Third-person Shooter, Action",Artificial Mind and Movement,Bethesda Softworks
Wheel of Fortune,Trivia,Pipeworks Software,THQ
Wheelman,"Racing, Action, Open World",Tigon Studios,Midway Games
Where the Wild Things Are,Platform,Amaze Entertainment,Warner Bros. Interactive Entertainment
Who Wants to Be a Millionaire? 2012 Edition,,Ubisoft,Ubisoft
Who Wants to Be a Millionaire?Special Editions,Family & Educational,Doublesix,Deep Silver
Wik and the Fable of Souls,Platformer,Reflexive Entertainment,Xbox Game Studios
Wing Commander Arena,Action & Adventure,Gaia Industries,Electronic Arts
Winning Post World 2010,Horse Racing,Koei,Koei
Winter Sports 2: The Next Challenge[note 47],Sports,49 Games,Conspiracy Entertainment
Winter Sports 2010,Sports,49 Games,RTL Entertainment
Winter Sports 2011,Sports,Zoo Games,RTL Entertainment
Winter Stars,,49 Games,Deep Silver
Wipeout 2,,Activision,Activision
Wipeout 3,,Activision,Activision
Wipeout in the Zone,,Activision,Activision
Wipeout: Create & Crash,Sports,Activision,Activision
Wits and Wagers,Card & Board,Hidden Path Entertainment,Xbox Game Studios
Wolf of the Battlefield: Commando 3,Action & Adventure,Backbone Entertainment,Capcom
Wolfenstein,First-person Shooter,Raven Software,Activision
Wolfenstein 3D,Shooter,id Software,Bethesda Softworks
Wolfenstein: The New Order,First-person shooter,MachineGames,Bethesda Softworks
Word Puzzle,Puzzle & Trivia,InterServ,Xbox Game Studios
"World Championship Poker: Featuring Howard Lederer ""All In""",Poker,Crave Entertainment,Crave Entertainment
World Gone Sour,Action & Adventure,Playbrains,Capcom
"World of Keflings, AA World of Keflings",Strategy & Simulation,NinjaBee,Xbox Game Studios
World of Outlaws: Sprint Cars,Racing,Big Ant Studios,THQ
World of Tanks,Action & Adventure,Wargaming West,Xbox Game Studios
WRC 5: FIA World Rally Championship,Racing,Kylotonn,Bigben Interactive
World Series of Poker 2008: Battle for the Bracelets,Poker,Left Field Productions,Activision
World Series of Poker: Full House Pro,Card & Board,Pipeworks Software,Xbox Game Studios
World Series of Poker: Tournament of Champions,Poker,Left Field Productions,Activision
World Snooker Championship 2007,Sports,Blade Interactive,Sega Europe
Worms,Strategy & Simulation,Team17,Xbox Game Studios
Worms 2: Armageddon,Strategy & Simulation,Team17,Xbox Game Studios
Worms 3Worms Ultimate Mayhem,Strategy & Simulation,Team17,Xbox Game Studios
Worms Revolution,Strategy & Simulation,Team17,Warner Bros. Interactive Entertainment
WRC 2: FIA World Rally Championship,Racing,Milestone srl,Black Bean Games
WRC 3: FIA World Rally Championship,Racing,Milestone srl,Black Bean Games
WRC 4: FIA World Rally Championship,Racing,Milestone srl,Bigben Interactive
WRC Powerslide,Racing & Flying,Milestone srl,Milestone srl
WRC: FIA World Rally Championship,Racing,Milestone srl,Black Bean Games
Wreckateer,Kinect,Iron Galaxy,Xbox Game Studios
Wrecked: Revenge Revisited,Racing & Flying,Supersonic Software,505 Games
Wrestle Kingdom[note 48],"Fighting, Sports",Yuke's,Yuke's
WSC REAL 09: World Snooker Championship[note 49],Sports,Blade Interactive,Koch Media
WSC Real 11: World Snooker Championship,Sports,Blade Interactive,Koch Media
WWE '12,"Fighting, Sports",Yuke's,THQ
WWE '13,"Fighting, Sports",Yuke's,THQ
WWE 2K14,"Fighting, Sports",Yuke's,2K Sports
WWE 2K15,"Fighting, Sports",Yuke's,2K Sports
WWE 2K16,"Fighting, Sports",Yuke's,2K Sports
WWE 2K17,"Fighting, Sports",Yuke's,2K Sports
WWE All Stars,"Fighting, Sports",THQ San Diego,THQ
WWE Legends of WrestleMania,"Fighting, Sports",Yuke's,THQ
WWE SmackDown vs. Raw 2007,"Fighting, Sports",Yuke's,THQ
WWE SmackDown vs. Raw 2008,"Fighting, Sports",Yuke's,THQ
WWE SmackDown vs. Raw 2009,"Fighting, Sports",Yuke's,THQ
WWE SmackDown vs. Raw 2010,"Fighting, Sports",Yuke's,THQ
WWE SmackDown vs. Raw 2011,"Fighting, Sports",Yuke's,THQ
X-Blades,"Action-adventure, hack and slash",Gaijin Entertainment,TopWare Interactive
XCOM: Enemy Unknown,"Turn-based Strategy, RTS",Firaxis Games,2K Games
XCOM: Enemy Within,"Turn-based Strategy, RTS",Firaxis Games,2K Games
Xevious,Classics,Bandai Namco Entertainment,Bandai Namco Entertainment
X-Men,Classics,Konami/Backbone Entertainment,Konami
X-Men Origins: Wolverine,Action-adventure,Raven Software,Activision
X-Men: Destiny,"Beat'em Up, Action RPG",Silicon Knights,Activision
X-Men: The Official Game,"Beat'em Up, Action",Z-Axis,Activision
Xotic,Shooter,WXP Games,Valcon Games
Yaiba: Ninja Gaiden Z,"Action, hack and slash","Team Ninja, Spark Unlimited, Comcept",Tecmo Koei
Yaris,Racing & Flying,Castaway Entertainment/Backbone Emeryville,Castaway Entertainment
Yar's Revenge,Action & Adventure,Killspace Entertainment,Atari
Yie Ar Kung-Fu,Classics,Konami/Digital Eclipse,Konami
Yo-Ho Kablammo,Action & Adventure,Canalside Studios,Xbox Game Studios
Yoostar 2,,Blitz Games Studios,Yoostar Entertainment Group
Yoostar on MTV,,Blitz Games Studios,Yoostar Entertainment Group
Yosumin! Live,Puzzle & Trivia,Square Enix,Square Enix
You Don't Know Jack,"Party, Trivia",Jellyvision Games,THQ
Young Justice: Legacy,Action-adventure Action role-play,Freedom Factory Studios,Warner Bros. Interactive Entertainment
Your Shape Fitness Evolved 2012,,Ubisoft Montreal,Ubisoft
Your Shape: Fitness Evolved,,Ubisoft Montreal,Ubisoft
You're in the Movies,Party,Zoë Mode,Codemasters
Yu-Gi-Oh! 5D's Decade Duels,Card Battle,Konami,Konami
Yu-Gi-Oh! 5D's Decade Duels Plus,Card Battle,Konami,Konami
Yu-Gi-Oh! Millennium Duels,Card Battle,Konami,Konami
Zegapain NOT,Tank & Mecha Sim,Namco Bandai Games,Namco Bandai Games
Zegapain XOR,Tank & Mecha Sim,Cavia,Namco Bandai Games
Zeit²,Shooter,Brightside Games,Ubisoft
ZEN Pinball 2: Super League Football,Pinball,Zen Studios,Zen Studios
Zeno Clash 1Zeno Clash: Ultimate Edition,Action & Adventure,ACE Team,Atlus
Zeno Clash 2Zeno Clash II,Action & Adventure,ACE Team,Atlus
Zoids Assault,Turn-based Strategy,Tomy,Tomy
Zoids Infinity EX Neo,Turn-based Strategy,Tomy,Tomy
Zombie Apocalypse,Shooter,Nihilistic Software,Konami
Zombie Apocalypse: Never Die Alone,Shooter,Backbone Entertainment,Konami
Zombie Driver HD,Action & Adventure,Exor Studios,Cyberfront Corporation
Zombie Wranglers,Action & Adventure,Frozen Codebase,Activision
Zone of the Enders HD Collection[note 50],Action,"Kojima Productions, High Voltage Software, Hexa Drive",Konami
Zoo Tycoon,Business simulation,Frontier Developments,Xbox Game Studios
Zuma,Puzzle & Trivia,PopCap Games,Xbox Game Studios
Zuma's Revenge!,Puzzle,PopCap Games,PopCap Games
Zumba Fitness,,Pipeworks Software,"Majesco Entertainment, 505 Games"
Zumba Fitness Core,,Zoë Mode,Majesco Entertainment
Zumba Fitness Rush,,Pipeworks Software,"Majesco Entertainment, 505 Games"
Zumba Fitness: World Party,,Zoë Mode,Majesco Entertainment
Zumba Kids,,Zoë Mode,Majesco Entertainment
